Order_ID,Order_Date,Employee_ID,Customer_ID,Product_ID,Quantity,Region_Code,Order_Value
S503957,2026-02-01 00:00:00,E1064,C2173,P3056,2,R02,89051.21
S503958,2026-06-10 00:00:00,E1032,C2336,P3031,7,R02,427109.04
S503959,2026-01-28 00:00:00,E1118,C2153,P3052,11,R02,704680.64
S503960,2026-04-16 00:00:00,E1044,C2267,P3009,3,R06,68185.71
S503961,2026-04-15 00:00:00,E1013,C2157,P3008,10,R05,393930.7
S503962,2026-07-02 00:00:00,E1067,C2162,P3046,8,R01,58742.56
S503963,2026-08-16 00:00:00,E1108,C2214,P3019,4,R05,210347.49
S503964,2026-07-07 00:00:00,E1075,C2398,P3051,4,R05,211617.81
S503965,2026-03-11 00:00:00,E1004,C2376,P3008,9,R04,376875.1
S503966,2026-03-03 00:00:00,E1117,C2408,P3034,11,R05,177130.25
S503967,2026-07-27 00:00:00,E1092,C2443,P3057,3,R05,127419.49
S503968,2026-02-03 00:00:00,E1010,C2423,P3004,7,R05,129028.74
S503969,2026-03-28 00:00:00,E1108,C2026,P3031,1,R05,62602.26
S503970,2026-04-24 00:00:00,E1053,C2427,P3038,7,R06,432829.57
S503971,2026-04-16 00:00:00,E1017,C2292,P3003,10,R02,370272.94
S503972,2026-08-04 00:00:00,E1090,C2423,P3035,11,R03,481805.48
S503973,2026-02-25 00:00:00,E1116,C2189,P3019,2,R06,104665.64
S503974,2026-04-23 00:00:00,E1080,C2400,P3043,6,R01,348987.87
S503975,2026-01-13 00:00:00,E1004,C2122,P3029,9,R04,673117.08
S503976,2026-07-03 00:00:00,E1100,C2230,P3010,6,R01,285109.03
S503977,2026-01-18 00:00:00,E1099,C2059,P3012,3,R01,64316.02
S503978,2026-07-01 00:00:00,E1116,C2096,P3046,1,R06,6856.99
S503979,2026-07-24 00:00:00,E1025,C2262,P3030,4,R03,185630.71
S503980,2026-04-23 00:00:00,E1075,C2354,P3030,4,R05,177320.28
S503981,2026-08-17 00:00:00,E1014,C2312,P3060,8,R02,237218.5
S503982,2026-06-20 00:00:00,E1003,C2136,P3018,10,R05,368442.7
S503983,2026-02-08 00:00:00,E1073,C2350,P3024,10,R01,366424.42
S503984,2026-07-08 00:00:00,E1114,C2283,P3032,7,R05,481659.28
S503985,2026-06-19 00:00:00,E1022,C2411,P3009,10,R01,221119.09
S503986,2026-07-28 00:00:00,E1020,C2120,P3047,7,R02,306853.68
S503987,2026-03-20 00:00:00,E1091,C2430,P3024,7,R01,233278.93
S503988,2026-05-26 00:00:00,E1049,C2425,P3026,2,R04,77795.07
S503989,2026-05-31 00:00:00,E1023,C2025,P3003,9,R02,322659.18
S503990,2026-07-01 00:00:00,E1077,C2342,P3023,6,R05,444166.89
S503991,2026-08-31 00:00:00,E1034,C2146,P3011,2,R06,101306.42
S503992,2026-01-30 00:00:00,E1033,C2012,P3010,1,R01,45559.22
S503993,2026-04-08 00:00:00,E1066,C2087,P3050,11,R04,136945.82
S503994,2026-02-27 00:00:00,E1087,C2435,P3036,1,R05,29217.73
S503995,2026-07-15 00:00:00,E1041,C2109,P3060,1,R01,28779.26
S503996,2026-03-08 00:00:00,E1086,C2423,P3013,4,R02,115326.59
S503997,2026-03-12 00:00:00,E1074,C2345,P3029,4,R05,284309.63
S503998,2026-09-05 00:00:00,E1044,C2266,P3038,9,R06,557510.45
S503999,2026-05-26 00:00:00,E1103,C2222,P3059,1,R02,17757.72
S504000,2026-04-16 00:00:00,E1010,C2074,P3053,3,R05,45734.13
S504001,2026-01-07 00:00:00,E1026,C2333,P3013,3,R05,98137.01
S504002,2026-02-09 00:00:00,E1091,C2310,P3057,8,R01,373639.31
S504003,2026-03-11 00:00:00,E1099,C2413,P3026,2,R01,78751.35
S504004,2026-08-02 00:00:00,E1003,C2102,P3020,6,R05,47651.24
S504005,2026-07-12 00:00:00,E1020,C2425,P3005,11,R02,222501.8
S504006,2026-03-09 00:00:00,E1112,C2137,P3020,4,R02,33452.76
S504007,2026-08-26 00:00:00,E1021,C2191,P3014,10,R04,89594.88
S504008,2026-02-18 00:00:00,E1108,C2421,P3045,6,R05,304891.35
S504009,2026-02-21 00:00:00,E1107,C2142,P3014,5,R03,42253.65
S504010,2026-04-24 00:00:00,E1108,C2357,P3008,9,R05,335898.36
S504011,2026-04-17 00:00:00,E1095,C2073,P3048,9,R05,292321
S504012,2026-01-29 00:00:00,E1072,C2328,P3013,1,R02,28555.6
S504013,2026-05-29 00:00:00,E1018,C2167,P3024,3,R04,108111.74
S504014,2026-08-06 00:00:00,E1091,C2168,P3015,1,R01,12516.97
S504015,2026-03-19 00:00:00,E1104,C2054,P3051,6,R04,341603.71
S504016,2026-01-09 00:00:00,E1070,C2259,P3001,3,R06,80731.44
S504017,2026-06-24 00:00:00,E1096,C2439,P3022,1,R03,18115.48
S504018,2026-03-17 00:00:00,E1086,C2111,P3034,6,R02,93952.19
S504019,2026-02-11 00:00:00,E1004,C2232,P3050,5,R04,61981.25
S504020,2026-06-28 00:00:00,E1089,C2161,P3051,8,R06,446514.68
S504021,2026-07-03 00:00:00,E1053,C2352,P3040,2,R06,34483.78
S504022,2026-06-28 00:00:00,E1084,C2327,P3003,8,R01,264741.44
S504023,2026-07-17 00:00:00,E1027,C2019,P3055,5,R02,9490.5
S504024,2026-05-08 00:00:00,E1058,C2290,P3026,8,R02,321081
S504025,2026-01-20 00:00:00,E1102,C2050,P3014,10,R04,97932.23
S504026,2026-08-04 00:00:00,E1066,C2175,P3058,4,R04,169753.9
S504027,2026-06-04 00:00:00,E1009,C2302,P3041,4,R04,217317.03
S504028,2026-06-15 00:00:00,E1083,C2184,P3008,10,R02,408966.56
S504029,2026-03-13 00:00:00,E1097,C2185,P3049,4,R04,183544.16
S504030,2026-03-06 00:00:00,E1038,C2339,P3055,11,R01,19997.36
S504031,2026-07-01 00:00:00,E1111,C2307,P3055,6,R02,12200.41
S504032,2026-08-29 00:00:00,E1099,C2310,P3056,4,R01,186948.76
S504033,2026-04-23 00:00:00,E1028,C2346,P3016,9,R04,461409.3
S504034,2026-01-24 00:00:00,E1047,C2081,P3042,9,R02,185411.38
S504035,2026-05-08 00:00:00,E1005,C2374,P3021,3,R02,134073.91
S504036,2026-06-24 00:00:00,E1088,C2156,P3010,7,R04,302907.54
S504037,2026-07-18 00:00:00,E1092,C2275,P3057,5,R05,232240.2
S504038,2026-03-24 00:00:00,E1098,C2283,P3025,9,R03,509196.87
S504039,2026-08-02 00:00:00,E1090,C2432,P3056,2,R03,93131.04
S504040,2026-03-04 00:00:00,E1112,C2249,P3038,3,R02,211961.1
S504041,2026-07-04 00:00:00,E1101,C2147,P3022,10,R01,197179.45
S504042,2026-07-02 00:00:00,E1038,C2435,P3049,5,R01,208890.96
S504043,2026-03-01 00:00:00,E1098,C2007,P3048,5,R03,168891.37
S504044,2026-04-09 00:00:00,E1073,C2157,P3047,10,R01,425445.93
S504045,2026-03-03 00:00:00,E1034,C2171,P3054,7,R06,48720.55
S504046,2026-01-30 00:00:00,E1032,C2069,P3046,8,R02,59588.85
S504047,2026-08-09 00:00:00,E1057,C2094,P3004,8,R01,153299.07
S504048,2026-01-22 00:00:00,E1013,C2369,P3004,1,R05,18869.5
S504049,2026-07-22 00:00:00,E1012,C2363,P3030,1,R06,45384.69
S504050,2026-07-31 00:00:00,E1090,C2376,P3002,3,R03,22548.45
S504051,2026-05-06 00:00:00,E1074,C2186,P3029,1,R05,64510.66
S504052,2026-06-06 00:00:00,E1033,C2392,P3043,1,R01,59650.75
S504053,2026-08-31 00:00:00,E1059,C2170,P3036,10,R01,320683.76
S504054,2026-06-18 00:00:00,E1039,C2204,P3021,8,R04,350975.78
S504055,2026-02-11 00:00:00,E1062,C2042,P3060,1,R02,28331.18
S504056,2026-04-08 00:00:00,E1088,C2013,P3021,9,R04,346798.03
S504057,2026-07-12 00:00:00,E1100,C2154,P3048,2,R01,67729.42
S504058,2026-01-31 00:00:00,E1020,C2274,P3021,9,R02,388201.1
S504059,2026-06-07 00:00:00,E1118,C2298,P3004,7,R02,128504.87
S504060,2026-04-22 00:00:00,E1086,C2051,P3001,9,R02,231998.18
S504061,2026-05-26 00:00:00,E1058,C2369,P3026,3,R02,130193.57
S504062,2026-09-04 00:00:00,E1015,C2212,P3056,1,R02,47583.82
S504063,2026-05-02 00:00:00,E1034,C2144,P3051,1,R06,52711.99
S504064,2026-01-17 00:00:00,E1011,C2357,P3002,11,R01,85637.07
S504065,2026-02-07 00:00:00,E1082,C2003,P3009,10,R04,218033.5
S504066,2026-05-22 00:00:00,E1066,C2254,P3055,6,R04,11253.39
S504067,2026-08-03 00:00:00,E1066,C2335,P3057,7,R04,331785.57
S504068,2026-08-05 00:00:00,E1064,C2256,P3045,9,R02,422403.97
S504069,2026-07-26 00:00:00,E1070,C2098,P3018,6,R06,224382.41
S504070,2026-04-20 00:00:00,E1093,C2173,P3048,5,R05,166962.66
S504071,2026-07-03 00:00:00,E1094,C2150,P3048,2,R04,70417.5
S504072,2026-01-22 00:00:00,E1045,C2279,P3057,2,R02,92831.82
S504073,2026-07-14 00:00:00,E1082,C2059,P3042,8,R04,150793.01
S504074,2026-02-25 00:00:00,E1061,C2446,P3041,1,R03,58825.99
S504075,2026-04-29 00:00:00,E1054,C2113,P3011,8,R06,419763.75
S504076,2026-05-27 00:00:00,E1099,C2324,P3025,11,R01,646400.05
S504077,2026-02-26 00:00:00,E1114,C2243,P3026,10,R05,415339.31
S504078,2026-06-21 00:00:00,E1020,C2310,P3058,11,R02,420357.27
S504079,2026-08-14 00:00:00,E1022,C2057,P3036,7,R01,227059.65
S504080,2026-02-04 00:00:00,E1023,C2407,P3042,7,R02,145075.93
S504081,2026-04-24 00:00:00,E1010,C2367,P3035,5,R05,219237.16
S504082,2026-05-05 00:00:00,E1010,C2060,P3038,3,R05,200560.53
S504083,2026-05-09 00:00:00,E1075,C2329,P3003,7,R05,238696.04
S504084,2026-02-21 00:00:00,E1028,C2216,P3059,7,R04,122510.16
S504085,2026-03-26 00:00:00,E1018,C2233,P3041,7,R04,370880
S504086,2026-08-09 00:00:00,E1046,C2055,P3035,11,R04,480467.36
S504087,2026-07-17 00:00:00,E1047,C2373,P3050,2,R02,25928.8
S504088,2026-06-14 00:00:00,E1009,C2208,P3040,3,R04,55010.04
S504089,2026-03-06 00:00:00,E1082,C2063,P3022,3,R04,54666.97
S504090,2026-06-28 00:00:00,E1019,C2184,P3008,4,R03,159112.9
S504091,2026-05-09 00:00:00,E1034,C2311,P3015,9,R06,121545.71
S504092,2026-08-07 00:00:00,E1002,C2281,P3045,10,R06,483047.77
S504093,2026-01-21 00:00:00,E1078,C2026,P3007,1,R01,56313.93
S504094,2026-06-30 00:00:00,E1007,C2177,P3019,7,R01,374802.77
S504095,2026-01-16 00:00:00,E1043,C2063,P3040,7,R01,117881.24
S504096,2026-08-24 00:00:00,E1057,C2429,P3042,11,R01,237092.33
S504097,2026-05-03 00:00:00,E1006,C2073,P3017,4,R02,54105.03
S504098,2026-03-02 00:00:00,E1061,C2335,P3001,11,R03,300794.83
S504099,2026-02-23 00:00:00,E1082,C2167,P3045,1,R04,47321.5
S504100,2026-06-17 00:00:00,E1019,C2225,P3029,3,R03,218611.59
S504101,2026-01-26 00:00:00,E1051,C2065,P3058,5,R06,188525.35
S504102,2026-03-21 00:00:00,E1084,C2069,P3013,2,R01,63262.01
S504103,2026-08-08 00:00:00,E1067,C2440,P3056,7,R01,323493.94
S504104,2026-03-06 00:00:00,E1085,C2009,P3048,10,R02,330160
S504105,2026-04-10 00:00:00,E1056,C2236,P3029,10,R06,660163.51
S504106,2026-03-15 00:00:00,E1063,C2198,P3041,7,R05,370290.01
S504107,2026-07-11 00:00:00,E1009,C2412,P3042,10,R04,207902.87
S504108,2026-06-20 00:00:00,E1004,C2173,P3006,5,R04,114724.72
S504109,2026-01-17 00:00:00,E1026,C2282,P3005,10,R05,214012.87
S504110,2026-05-01 00:00:00,E1071,C2028,P3034,6,R05,90636.95
S504111,2026-07-06 00:00:00,E1057,C2296,P3011,1,R01,50334.37
S504112,2026-01-23 00:00:00,E1042,C2399,P3009,4,R03,96390.17
S504113,2026-05-15 00:00:00,E1085,C2134,P3038,4,R02,273939.17
S504114,2026-06-21 00:00:00,E1084,C2027,P3040,11,R01,187743.35
S504115,2026-06-30 00:00:00,E1052,C2038,P3041,8,R05,466724.94
S504116,2026-03-12 00:00:00,E1119,C2196,P3009,2,R06,48179.94
S504117,2026-04-18 00:00:00,E1097,C2203,P3008,1,R04,41903.69
S504118,2026-03-20 00:00:00,E1034,C2085,P3044,7,R06,201318.54
S504119,2026-06-11 00:00:00,E1113,C2320,P3058,6,R06,252125.82
S504120,2026-02-15 00:00:00,E1019,C2030,P3040,5,R03,85521.07
S504121,2026-08-25 00:00:00,E1059,C2099,P3003,8,R01,294820.53
S504122,2026-07-15 00:00:00,E1105,C2387,P3013,11,R06,327608.67
S504123,2026-07-25 00:00:00,E1017,C2190,P3019,2,R02,105537.23
S504124,2026-03-19 00:00:00,E1082,C2012,P3034,2,R04,32104.66
S504125,2026-01-16 00:00:00,E1113,C2091,P3032,9,R06,573663.05
S504126,2026-03-12 00:00:00,E1039,C2030,P3049,1,R04,43081.08
S504127,2026-04-06 00:00:00,E1043,C2213,P3016,6,R01,309727.92
S504128,2026-05-27 00:00:00,E1008,C2038,P3036,3,R06,90269.79
S504129,2026-01-02 00:00:00,E1080,C2341,P3018,5,R01,178191.05
S504130,2026-01-10 00:00:00,E1109,C2060,P3014,8,R02,67544.08
S504131,2026-06-27 00:00:00,E1055,C2294,P3030,7,R04,316289.06
S504132,2026-05-05 00:00:00,E1065,C2360,P3002,4,R02,32173.29
S504133,2026-03-22 00:00:00,E1114,C2143,P3013,8,R05,253737.75
S504134,2026-08-17 00:00:00,E1091,C2402,P3027,11,R01,36391.44
S504135,2026-05-20 00:00:00,E1033,C2180,P3059,11,R01,187793.96
S504136,2026-03-11 00:00:00,E1039,C2285,P3053,10,R04,153840.07
S504137,2026-05-30 00:00:00,E1023,C2112,P3052,11,R02,746635.03
S504138,2026-02-01 00:00:00,E1017,C2230,P3017,2,R02,25942.01
S504139,2026-04-15 00:00:00,E1054,C2444,P3031,7,R06,414224.79
S504140,2026-03-25 00:00:00,E1030,C2021,P3015,5,R01,69104.14
S504141,2026-05-09 00:00:00,E1017,C2145,P3057,11,R02,517695.11
S504142,2026-07-01 00:00:00,E1078,C2146,P3020,6,R01,44872.57
S504143,2026-08-27 00:00:00,E1018,C2441,P3005,3,R04,61087.83
S504144,2026-09-02 00:00:00,E1103,C2375,P3007,11,R02,653323.17
S504145,2026-02-27 00:00:00,E1066,C2421,P3018,10,R04,392194.22
S504146,2026-07-17 00:00:00,E1093,C2316,P3056,7,R05,307442.27
S504147,2026-07-30 00:00:00,E1091,C2166,P3011,7,R01,376329.68
S504148,2026-05-26 00:00:00,E1014,C2140,P3032,2,R02,129930.21
S504149,2026-05-14 00:00:00,E1074,C2203,P3050,1,R05,13118.32
S504150,2026-02-14 00:00:00,E1058,C2244,P3027,10,R02,32620.67
S504151,2026-04-07 00:00:00,E1006,C2113,P3026,2,R02,76904.01
S504152,2026-01-23 00:00:00,E1013,C2201,P3037,8,R05,513817.84
S504153,2026-01-23 00:00:00,E1043,C2385,P3045,11,R01,554721.22
S504154,2026-06-03 00:00:00,E1004,C2314,P3028,10,R04,484702.07
S504155,2026-07-24 00:00:00,E1101,C2259,P3050,3,R01,39091.59
S504156,2026-05-15 00:00:00,E1034,C2255,P3002,11,R06,78872.82
S504157,2026-03-20 00:00:00,E1088,C2447,P3020,4,R04,31037.74
S504158,2026-02-13 00:00:00,E1052,C2405,P3004,8,R05,146065.69
S504159,2026-01-27 00:00:00,E1058,C2023,P3013,3,R02,97245.52
S504160,2026-01-26 00:00:00,E1110,C2393,P3024,6,R01,212500.44
S504161,2026-04-07 00:00:00,E1010,C2246,P3048,2,R05,62368.77
S504162,2026-07-26 00:00:00,E1107,C2339,P3038,3,R03,191121.58
S504163,2026-02-05 00:00:00,E1084,C2311,P3058,1,R01,42381.38
S504164,2026-04-19 00:00:00,E1052,C2366,P3040,9,R05,165977.64
S504165,2026-02-24 00:00:00,E1030,C2372,P3048,4,R01,140848.2
S504166,2026-07-11 00:00:00,E1041,C2403,P3045,6,R01,288342.51
S504167,2026-08-07 00:00:00,E1093,C2318,P3055,7,R05,14065.22
S504168,2026-07-04 00:00:00,E1102,C2087,P3029,2,R04,134417.08
S504169,2026-03-10 00:00:00,E1047,C2219,P3058,8,R02,304954.23
S504170,2026-03-02 00:00:00,E1018,C2423,P3036,9,R04,251808.28
S504171,2026-05-10 00:00:00,E1058,C2356,P3002,10,R02,73105.61
S504172,2026-02-24 00:00:00,E1100,C2027,P3041,11,R01,638514.6
S504173,2026-05-02 00:00:00,E1048,C2430,P3018,2,R04,81827.24
S504174,2026-04-07 00:00:00,E1069,C2290,P3049,5,R01,202858.19
S504175,2026-03-21 00:00:00,E1071,C2289,P3008,2,R05,84162.4
S504176,2026-03-28 00:00:00,E1015,C2348,P3058,11,R02,430475.94
S504177,2026-02-07 00:00:00,E1069,C2223,P3015,5,R01,66473.86
S504178,2026-04-29 00:00:00,E1024,C2352,P3041,7,R02,391598.9
S504179,2026-07-27 00:00:00,E1105,C2178,P3017,6,R06,79667.13
S504180,2026-03-19 00:00:00,E1096,C2148,P3023,4,R03,271256.33
S504181,2026-06-06 00:00:00,E1116,C2424,P3002,2,R06,15737.45
S504182,2026-06-03 00:00:00,E1111,C2227,P3006,7,R02,164770.69
S504183,2026-02-04 00:00:00,E1063,C2351,P3029,10,R05,730421.74
S504184,2026-03-20 00:00:00,E1024,C2186,P3027,9,R02,29920.56
S504185,2026-03-08 00:00:00,E1028,C2415,P3037,1,R04,63955.79
S504186,2026-03-28 00:00:00,E1056,C2294,P3049,3,R06,131721.62
S504187,2026-06-06 00:00:00,E1011,C2429,P3034,7,R01,117626.13
S504188,2026-02-03 00:00:00,E1091,C2041,P3018,9,R01,342653.36
S504189,2026-04-07 00:00:00,E1079,C2393,P3042,5,R02,109036.77
S504190,2026-06-18 00:00:00,E1017,C2393,P3010,7,R02,324658.31
S504191,2026-06-18 00:00:00,E1043,C2191,P3038,10,R01,686369.82
S504192,2026-05-31 00:00:00,E1100,C2079,P3059,7,R01,111279.42
S504193,2026-03-12 00:00:00,E1057,C2205,P3044,4,R01,124455.44
S504194,2026-01-03 00:00:00,E1103,C2384,P3017,5,R02,67629.59
S504195,2026-02-27 00:00:00,E1063,C2278,P3059,2,R05,31872.71
S504196,2026-02-01 00:00:00,E1088,C2272,P3013,8,R04,236044.42
S504197,2026-01-31 00:00:00,E1083,C2032,P3052,1,R02,67550.52
S504198,2026-03-23 00:00:00,E1089,C2450,P3060,2,R06,56813.68
S504199,2026-02-12 00:00:00,E1120,C2142,P3048,3,R04,94711.19
S504200,2026-05-15 00:00:00,E1102,C2251,P3042,7,R04,142194.9
S504201,2026-04-15 00:00:00,E1051,C2294,P3027,6,R06,18979.7
S504202,2026-01-01 00:00:00,E1075,C2098,P3053,7,R05,112556.31
S504203,2026-03-02 00:00:00,E1054,C2136,P3002,11,R06,85207.81
S504204,2026-01-14 00:00:00,E1003,C2277,P3034,5,R05,76770.83
S504205,2026-06-29 00:00:00,E1098,C2312,P3031,4,R03,249475.64
S504206,2026-08-12 00:00:00,E1052,C2302,P3023,7,R05,465333.9
S504207,2026-01-06 00:00:00,E1119,C2043,P3007,3,R06,186565.81
S504208,2026-04-13 00:00:00,E1088,C2120,P3038,10,R04,704517.68
S504209,2026-01-10 00:00:00,E1045,C2220,P3033,7,R02,109005.87
S504210,2026-03-12 00:00:00,E1079,C2046,P3012,2,R02,42346.81
S504211,2026-03-31 00:00:00,E1009,C2236,P3045,8,R04,391532.33
S504212,2026-08-14 00:00:00,E1061,C2048,P3012,6,R03,119961.01
S504213,2026-06-07 00:00:00,E1067,C2198,P3019,3,R01,149497.75
S504214,2026-08-16 00:00:00,E1083,C2084,P3009,3,R02,68239.21
S504215,2026-05-29 00:00:00,E1013,C2031,P3010,5,R05,239124.84
S504216,2026-05-06 00:00:00,E1005,C2161,P3017,3,R02,38603.98
S504217,2026-07-07 00:00:00,E1119,C2428,P3050,6,R06,71232.94
S504218,2026-07-28 00:00:00,E1079,C2071,P3040,2,R02,33623.98
S504219,2026-04-07 00:00:00,E1097,C2008,P3039,8,R04,209671.14
S504220,2026-03-15 00:00:00,E1043,C2386,P3041,11,R01,670025.28
S504221,2026-04-25 00:00:00,E1008,C2401,P3010,11,R06,497574.09
S504222,2026-07-10 00:00:00,E1089,C2052,P3012,9,R06,173872.65
S504223,2026-08-27 00:00:00,E1090,C2045,P3015,7,R03,93260.68
S504224,2026-06-19 00:00:00,E1071,C2293,P3031,3,R05,176809.38
S504225,2026-02-20 00:00:00,E1071,C2426,P3015,11,R05,137589.7
S504226,2026-07-11 00:00:00,E1083,C2300,P3028,10,R02,464645.66
S504227,2026-07-23 00:00:00,E1031,C2373,P3004,4,R04,71468.62
S504228,2026-02-25 00:00:00,E1075,C2038,P3036,10,R05,317901.4
S504229,2026-07-27 00:00:00,E1007,C2355,P3055,2,R01,3962.74
S504230,2026-02-10 00:00:00,E1091,C2380,P3001,9,R01,245178.12
S504231,2026-02-01 00:00:00,E1020,C2231,P3058,5,R02,214501.62
S504232,2026-01-15 00:00:00,E1082,C2262,P3044,2,R04,66497.2
S504233,2026-03-03 00:00:00,E1087,C2068,P3057,10,R05,417546.45
S504234,2026-06-04 00:00:00,E1068,C2179,P3034,6,R05,100632.59
S504235,2026-01-28 00:00:00,E1011,C2357,P3047,7,R01,334538.69
S504236,2026-07-28 00:00:00,E1017,C2419,P3017,2,R02,28084.96
S504237,2026-03-05 00:00:00,E1038,C2186,P3039,1,R01,24361.96
S504238,2026-08-26 00:00:00,E1081,C2441,P3038,7,R06,438146.54
S504239,2026-07-06 00:00:00,E1079,C2201,P3044,1,R02,33401.72
S504240,2026-08-30 00:00:00,E1079,C2390,P3051,3,R02,154707.26
S504241,2026-07-05 00:00:00,E1033,C2013,P3033,4,R01,64030.92
S504242,2026-05-10 00:00:00,E1111,C2443,P3060,2,R02,56249.97
S504243,2026-05-07 00:00:00,E1049,C2214,P3021,7,R04,309645.21
S504244,2026-02-05 00:00:00,E1112,C2220,P3026,5,R02,200985.9
S504245,2026-04-24 00:00:00,E1074,C2286,P3046,1,R05,7672.78
S504246,2026-07-18 00:00:00,E1045,C2244,P3036,8,R02,235442.66
S504247,2026-01-13 00:00:00,E1084,C2356,P3005,10,R01,201218.83
S504248,2026-01-15 00:00:00,E1037,C2258,P3033,7,R02,117978.27
S504249,2026-03-30 00:00:00,E1027,C2058,P3001,4,R02,105320.24
S504250,2026-08-03 00:00:00,E1011,C2036,P3053,2,R01,31544.54
S504251,2026-07-07 00:00:00,E1032,C2328,P3006,7,R02,154722.04
S504252,2026-01-22 00:00:00,E1099,C2429,P3037,11,R01,646671.26
S504253,2026-07-10 00:00:00,E1030,C2393,P3002,2,R01,14742.27
S504254,2026-08-06 00:00:00,E1006,C2382,P3057,6,R02,274046.62
S504255,2026-08-13 00:00:00,E1079,C2193,P3053,1,R02,15718.91
S504256,2026-07-22 00:00:00,E1002,C2333,P3059,7,R06,112277.62
S504257,2026-03-15 00:00:00,E1089,C2050,P3059,7,R06,113356.09
S504258,2026-01-25 00:00:00,E1106,C2032,P3005,4,R02,82372.88
S504259,2026-04-11 00:00:00,E1004,C2098,P3026,4,R04,171919.18
S504260,2026-06-25 00:00:00,E1069,C2043,P3041,10,R01,560662.03
S504261,2026-06-20 00:00:00,E1073,C2381,P3051,5,R01,251507.45
S504262,2026-04-27 00:00:00,E1102,C2351,P3053,2,R04,31675.3
S504263,2026-06-15 00:00:00,E1036,C2334,P3047,9,R05,422087.46
S504264,2026-02-10 00:00:00,E1016,C2310,P3013,10,R02,308212.38
S504265,2026-06-22 00:00:00,E1106,C2047,P3012,4,R02,77713.9
S504266,2026-03-29 00:00:00,E1069,C2270,P3005,11,R01,237748.27
S504267,2026-06-17 00:00:00,E1095,C2432,P3002,9,R05,70099.85
S504268,2026-04-20 00:00:00,E1031,C2311,P3059,3,R04,48850.42
S504269,2026-04-30 00:00:00,E1105,C2413,P3004,9,R06,161753.03
S504270,2026-04-07 00:00:00,E1084,C2431,P3059,1,R01,17272.83
S504271,2026-05-25 00:00:00,E1077,C2063,P3027,7,R05,24439.1
S504272,2026-08-04 00:00:00,E1045,C2019,P3050,4,R02,53505.32
S504273,2026-08-17 00:00:00,E1115,C2347,P3053,7,R04,110931.56
S504274,2026-02-26 00:00:00,E1062,C2393,P3010,10,R02,465486.51
S504275,2026-05-10 00:00:00,E1104,C2101,P3013,6,R04,171547.12
S504276,2026-04-06 00:00:00,E1042,C2037,P3044,4,R03,131968.1
S504277,2026-05-01 00:00:00,E1067,C2107,P3002,4,R01,31167.15
S504278,2026-03-03 00:00:00,E1030,C2092,P3026,8,R01,329166.6
S504279,2026-08-04 00:00:00,E1076,C2308,P3015,7,R05,88945.37
S504280,2026-05-17 00:00:00,E1094,C2185,P3046,4,R04,26784.08
S504281,2026-03-09 00:00:00,E1097,C2216,P3057,11,R04,504551.85
S504282,2026-03-22 00:00:00,E1020,C2028,P3010,6,R02,252543.93
S504283,2026-01-17 00:00:00,E1004,C2036,P3022,6,R04,107131.68
S504284,2026-04-27 00:00:00,E1037,C2372,P3040,1,R02,16665.48
S504285,2026-02-19 00:00:00,E1045,C2320,P3025,2,R02,110670.33
S504286,2026-04-22 00:00:00,E1016,C2018,P3015,4,R02,54822.12
S504287,2026-04-04 00:00:00,E1099,C2345,P3013,6,R01,180114.89
S504288,2026-06-17 00:00:00,E1043,C2419,P3008,6,R01,228694.2
S504289,2026-07-05 00:00:00,E1109,C2196,P3021,1,R02,41211.06
S504290,2026-07-22 00:00:00,E1117,C2078,P3021,8,R05,350337.21
S504291,2026-03-26 00:00:00,E1111,C2167,P3022,2,R02,40373.94
S504292,2026-05-29 00:00:00,E1092,C2090,P3046,5,R05,35962.97
S504293,2026-05-26 00:00:00,E1082,C2264,P3033,4,R04,68158.8
S504294,2026-07-02 00:00:00,E1037,C2208,P3045,5,R02,235345.88
S504295,2026-06-06 00:00:00,E1099,C2212,P3027,5,R01,17074.21
S504296,2026-06-01 00:00:00,E1086,C2271,P3040,10,R02,181754.56
S504297,2026-03-15 00:00:00,E1079,C2263,P3050,8,R02,99789.81
S504298,2026-04-19 00:00:00,E1034,C2273,P3022,10,R06,183655.67
S504299,2026-05-25 00:00:00,E1006,C2342,P3030,7,R02,312524.89
S504300,2026-01-18 00:00:00,E1103,C2214,P3009,9,R02,220572.57
S504301,2026-02-11 00:00:00,E1080,C2374,P3045,11,R01,569956.06
S504302,2026-08-28 00:00:00,E1093,C2064,P3035,1,R05,46627.38
S504303,2026-07-31 00:00:00,E1089,C2012,P3018,6,R06,223152.92
S504304,2026-04-11 00:00:00,E1015,C2210,P3042,6,R02,116795.65
S504305,2026-02-14 00:00:00,E1106,C2312,P3005,2,R02,44199.35
S504306,2026-03-23 00:00:00,E1070,C2174,P3027,11,R06,35647.03
S504307,2026-01-17 00:00:00,E1105,C2431,P3057,8,R06,361699.07
S504308,2026-03-14 00:00:00,E1118,C2256,P3006,6,R02,134560.29
S504309,2026-01-14 00:00:00,E1085,C2101,P3032,11,R02,708039.54
S504310,2026-06-26 00:00:00,E1049,C2016,P3008,10,R04,392619.97
S504311,2026-06-06 00:00:00,E1056,C2197,P3056,9,R06,449327.86
S504312,2026-08-11 00:00:00,E1005,C2258,P3039,10,R02,243498.23
S504313,2026-05-12 00:00:00,E1096,C2384,P3021,5,R03,217001.58
