Collection_ID,Collection_Date,Sale_ID,Customer_ID,Collection_Amount,Payment_Mode
COL803671,2026-02-14 00:00:00,S503876,C2021,437082.82,UPI
COL803672,2026-06-20 00:00:00,S503404,C2256,443807.63,Card
COL803673,2026-01-03 00:00:00,S502685,C2401,110894.45,UPI
COL803674,2026-06-11 00:00:00,S502222,C2340,64351.12,Cheque
COL803675,2026-03-21 00:00:00,S504292,C2090,29173.6,Bank Transfer
COL803676,2026-07-12 00:00:00,S503694,C2337,232434.91,Cash
COL803677,2026-03-05 00:00:00,S502942,C2079,138562.34,Cash
COL803678,2026-05-15 00:00:00,S500555,C2273,382346.67,Cash
COL803679,2026-02-04 00:00:00,S501363,C2250,601937.17,Cash
COL803680,2026-01-22 00:00:00,S503244,C2219,219575.93,Cheque
COL803681,2026-06-25 00:00:00,S501137,C2104,118420.29,Cheque
COL803682,2026-06-09 00:00:00,S500793,C2132,18910.31,Bank Transfer
COL803683,2026-01-26 00:00:00,S502594,C2175,75906.89,Card
COL803684,2026-04-30 00:00:00,S504953,C2083,116267.89,UPI
COL803685,2026-01-06 00:00:00,S500947,C2256,219700.44,Bank Transfer
COL803686,2026-06-23 00:00:00,S504176,C2348,325932.18,Cash
COL803687,2026-07-02 00:00:00,S501113,C2294,309080.18,UPI
COL803688,2026-07-22 00:00:00,S503852,C2006,328593.8,Bank Transfer
COL803689,2026-08-11 00:00:00,S501059,C2112,63162.33,Cash
COL803690,2026-04-28 00:00:00,S503664,C2326,19010.45,Bank Transfer
COL803691,2026-07-02 00:00:00,S503118,C2445,95095.35,Cash
COL803692,2026-03-26 00:00:00,S502775,C2201,13894.06,Cash
COL803693,2026-07-04 00:00:00,S501455,C2350,232700.02,Cheque
COL803694,2026-08-31 00:00:00,S500946,C2074,263385.05,Cash
COL803695,2026-08-02 00:00:00,S504385,C2081,25691.75,Bank Transfer
COL803696,2026-05-01 00:00:00,S500520,C2013,96692.95,UPI
COL803697,2026-03-04 00:00:00,S501787,C2351,104797.15,Cheque
COL803698,2026-05-09 00:00:00,S500544,C2259,43443.67,UPI
COL803699,2026-05-29 00:00:00,S500067,C2344,109418.54,Card
COL803700,2026-08-25 00:00:00,S501078,C2020,31563.25,UPI
COL803701,2026-01-20 00:00:00,S503284,C2077,501250.86,Card
COL803702,2026-07-20 00:00:00,S500798,C2293,153648.68,Card
COL803703,2026-08-07 00:00:00,S502328,C2294,112305.79,Cheque
COL803704,2026-01-29 00:00:00,S504058,C2274,246253.13,UPI
COL803705,2026-02-12 00:00:00,S502226,C2105,299477.18,Cash
COL803706,2026-08-13 00:00:00,S504660,C2301,32839.86,Cheque
COL803707,2026-06-22 00:00:00,S504269,C2413,144719.33,Cheque
COL803708,2026-09-01 00:00:00,S502940,C2046,49998.43,Cash
COL803709,2026-03-06 00:00:00,S500614,C2404,96544.81,UPI
COL803710,2026-05-11 00:00:00,S500815,C2281,88193.5,Cheque
COL803711,2026-04-06 00:00:00,S503062,C2111,180140.28,Card
COL803712,2026-01-20 00:00:00,S503188,C2441,175488.85,Cash
COL803713,2026-03-22 00:00:00,S504229,C2355,3615.65,Bank Transfer
COL803714,2026-02-06 00:00:00,S504694,C2404,77577.48,Cheque
COL803715,2026-02-07 00:00:00,S501906,C2325,25242.35,Card
COL803716,2026-08-29 00:00:00,S504598,C2325,236549.58,UPI
COL803717,2026-07-21 00:00:00,S501050,C2016,326476.72,UPI
COL803718,2026-08-23 00:00:00,S503289,C2276,13878.66,Cash
COL803719,2026-02-14 00:00:00,S504394,C2300,43965.71,Card
COL803720,2026-08-09 00:00:00,S503888,C2231,289718.74,Cash
COL803721,2026-06-19 00:00:00,S501159,C2149,114334.92,Cheque
COL803722,2026-02-15 00:00:00,S505022,C2398,411065.97,Cash
COL803723,2026-03-01 00:00:00,S500081,C2388,28464.02,Bank Transfer
COL803724,2026-04-06 00:00:00,S504409,C2113,53887.94,Cash
COL803725,2026-01-13 00:00:00,S502275,C2230,494580.3,Cash
COL803726,2026-01-31 00:00:00,S500737,C2087,81877.03,Cheque
COL803727,2026-05-04 00:00:00,S500008,C2267,14656.06,Card
COL803728,2026-03-09 00:00:00,S504273,C2347,95836.76,Bank Transfer
COL803729,2026-04-26 00:00:00,S502257,C2132,518323.64,Cash
COL803730,2026-03-03 00:00:00,S501570,C2370,54831.04,Cheque
COL803731,2026-06-26 00:00:00,S502126,C2101,43339.35,Cheque
COL803732,2026-05-26 00:00:00,S504989,C2013,88171.57,Cheque
COL803733,2026-03-16 00:00:00,S503240,C2361,125303.08,Card
COL803734,2026-04-16 00:00:00,S503596,C2251,174907.88,Cash
COL803735,2026-02-22 00:00:00,S500958,C2008,62077.03,UPI
COL803736,2026-05-26 00:00:00,S500987,C2102,139220.05,Bank Transfer
COL803737,2026-02-20 00:00:00,S501706,C2125,72002.19,UPI
COL803738,2026-06-18 00:00:00,S504821,C2082,86014.3,Card
COL803739,2026-04-11 00:00:00,S503104,C2111,68927.64,Cash
COL803740,2026-08-13 00:00:00,S500794,C2013,78975.48,UPI
COL803741,2026-04-11 00:00:00,S504880,C2409,135299.88,UPI
COL803742,2026-07-14 00:00:00,S500367,C2251,257498.23,UPI
COL803743,2026-07-12 00:00:00,S502186,C2414,137116.14,Bank Transfer
COL803744,2026-03-24 00:00:00,S503704,C2244,152396.03,Cash
COL803745,2026-05-03 00:00:00,S500563,C2051,64168.7,Cheque
COL803746,2026-05-14 00:00:00,S504478,C2445,81080.98,Cash
COL803747,2026-07-21 00:00:00,S502482,C2237,51346.86,UPI
COL803748,2026-06-14 00:00:00,S504124,C2012,22500.92,Cash
COL803749,2026-01-12 00:00:00,S503993,C2087,105963.39,Cheque
COL803750,2026-08-24 00:00:00,S501031,C2222,69284.75,Bank Transfer
COL803751,2026-03-22 00:00:00,S500703,C2260,245764.14,Cash
COL803752,2026-08-07 00:00:00,S502771,C2272,193794.89,Cash
COL803753,2026-01-02 00:00:00,S505163,C2356,110868.57,Bank Transfer
COL803754,2026-02-22 00:00:00,S500495,C2336,17994.26,Bank Transfer
COL803755,2026-06-02 00:00:00,S502996,C2048,247345.79,UPI
COL803756,2026-08-26 00:00:00,S500992,C2423,90091.74,UPI
COL803757,2026-08-24 00:00:00,S500965,C2254,481738.04,Bank Transfer
COL803758,2026-06-05 00:00:00,S501631,C2344,161743.24,Cheque
COL803759,2026-06-22 00:00:00,S504494,C2441,181737.88,UPI
COL803760,2026-02-06 00:00:00,S501507,C2310,22958.96,Cheque
COL803761,2026-08-17 00:00:00,S504601,C2129,503168.24,Bank Transfer
COL803762,2026-05-25 00:00:00,S501057,C2180,589386.63,Cash
COL803763,2026-03-10 00:00:00,S501440,C2069,71963.04,Bank Transfer
COL803764,2026-02-25 00:00:00,S503719,C2036,196709.93,Bank Transfer
COL803765,2026-05-01 00:00:00,S502330,C2007,93859.32,Card
COL803766,2026-02-27 00:00:00,S504915,C2379,56471.53,Bank Transfer
COL803767,2026-07-30 00:00:00,S501228,C2108,54593.09,UPI
COL803768,2026-01-04 00:00:00,S501900,C2401,9980.89,Cash
COL803769,2026-04-13 00:00:00,S503581,C2029,145255.09,Cheque
COL803770,2026-07-02 00:00:00,S501890,C2217,149753.11,Card
COL803771,2026-02-18 00:00:00,S502419,C2133,83529.97,UPI
COL803772,2026-08-23 00:00:00,S505142,C2412,184408.53,Cash
COL803773,2026-02-07 00:00:00,S503247,C2411,106440.87,Cheque
COL803774,2026-02-14 00:00:00,S504855,C2298,93563.29,Cash
COL803775,2026-04-18 00:00:00,S501542,C2194,138469.86,UPI
COL803776,2026-06-07 00:00:00,S503293,C2378,77163.91,Cash
COL803777,2026-08-12 00:00:00,S504279,C2308,70303.06,Bank Transfer
COL803778,2026-02-06 00:00:00,S502444,C2258,92594.23,Cash
COL803779,2026-07-03 00:00:00,S500923,C2292,494259.66,Bank Transfer
COL803780,2026-06-04 00:00:00,S501585,C2124,97008.89,UPI
COL803781,2026-02-01 00:00:00,S503976,C2230,205083.97,Card
COL803782,2026-08-22 00:00:00,S501956,C2326,258794.67,Bank Transfer
COL803783,2026-05-19 00:00:00,S500573,C2381,656776.98,Cash
COL803784,2026-08-21 00:00:00,S500642,C2063,293663.72,Cash
COL803785,2026-02-27 00:00:00,S501572,C2193,134789.54,Cash
COL803786,2026-03-18 00:00:00,S503065,C2048,52360.8,UPI
COL803787,2026-06-12 00:00:00,S502731,C2215,61107.38,Cheque
COL803788,2026-01-17 00:00:00,S504333,C2028,1835.18,Cash
COL803789,2026-06-07 00:00:00,S500378,C2170,127588.2,Cash
COL803790,2026-05-26 00:00:00,S501529,C2062,127406.9,Bank Transfer
COL803791,2026-08-17 00:00:00,S502443,C2055,218780.39,Card
COL803792,2026-08-28 00:00:00,S502975,C2220,50849.14,Cash
COL803793,2026-01-30 00:00:00,S502496,C2295,11447.23,UPI
COL803794,2026-03-31 00:00:00,S500011,C2035,-4641.53,Cheque
COL803795,2026-04-29 00:00:00,S501338,C2013,212623.9,Cheque
COL803796,2026-01-16 00:00:00,S502188,C2316,31043.76,Cheque
COL803797,2026-03-16 00:00:00,S500829,C2437,113408.73,UPI
COL803798,2026-07-01 00:00:00,S504497,C2384,84008.54,Cheque
COL803799,2026-01-04 00:00:00,S502141,C2151,212369.92,Cheque
COL803800,2026-05-07 00:00:00,S502155,C2126,97675.16,Bank Transfer
COL803801,2026-04-15 00:00:00,S503121,C2297,196262.44,Cheque
COL803802,2026-05-23 00:00:00,S502031,C2444,77877.76,Bank Transfer
COL803803,2026-07-23 00:00:00,S504547,C2147,290391.39,Bank Transfer
COL803804,2026-06-04 00:00:00,S503751,C2040,239257.62,Bank Transfer
COL803805,2026-08-28 00:00:00,S505099,C2397,20994.61,UPI
COL803806,2026-01-04 00:00:00,S500907,C2424,16258.11,Cash
COL803807,2026-06-12 00:00:00,S503217,C2418,139355.55,Card
COL803808,2026-03-26 00:00:00,S504913,C2122,29241.22,Cheque
COL803809,2026-03-04 00:00:00,S501524,C2245,100989.96,Card
COL803810,2026-04-10 00:00:00,S502499,C2118,38629.91,Cash
COL803811,2026-03-07 00:00:00,S505036,C2295,236810.43,Bank Transfer
COL803812,2026-08-31 00:00:00,S501597,C2384,248984.4,Bank Transfer
COL803813,2026-02-08 00:00:00,S505058,C2424,213846.65,Bank Transfer
COL803814,2026-06-05 00:00:00,S504455,C2345,143480.68,Bank Transfer
COL803815,2026-06-11 00:00:00,S504264,C2310,280960.04,Cheque
COL803816,2026-06-10 00:00:00,S503199,C2014,61243.55,Cash
COL803817,2026-06-27 00:00:00,S501818,C2109,19814.08,Cash
COL803818,2026-07-07 00:00:00,S504867,C2419,231544.2,Cash
COL803819,2026-03-13 00:00:00,S500147,C2329,202891.89,Card
COL803820,2026-03-13 00:00:00,S505042,C2374,45412.46,Bank Transfer
COL803821,2026-02-11 00:00:00,S501390,C2412,155895.99,UPI
COL803822,2026-08-30 00:00:00,S504089,C2063,46148.86,Cash
COL803823,2026-03-27 00:00:00,S500952,C2071,12194.71,Card
COL803824,2026-04-01 00:00:00,S501447,C2057,301750.85,Cheque
COL803825,2026-01-28 00:00:00,S500920,C2165,32355.84,Bank Transfer
COL803826,2026-07-22 00:00:00,S500154,C2273,235170.04,Card
COL803827,2026-06-04 00:00:00,S501398,C2011,663380.85,UPI
COL803828,2026-04-29 00:00:00,S500132,C2074,86456.15,UPI
COL803829,2026-05-09 00:00:00,S500211,C2115,183952.51,Cheque
COL803830,2026-08-19 00:00:00,S503025,C2032,296154.53,Cash
COL803831,2026-08-08 00:00:00,S502425,C2008,459288.66,Cash
COL803832,2026-04-01 00:00:00,S504685,C2360,136516.66,Card
COL803833,2026-01-08 00:00:00,S502041,C2089,396726.97,Card
COL803834,2026-05-01 00:00:00,S504416,C2362,414958.66,Cash
COL803835,2026-02-15 00:00:00,S502535,C2115,76721.78,Cash
COL803836,2026-01-24 00:00:00,S504473,C2074,384874.7,Card
COL803837,2026-04-25 00:00:00,S502597,C2252,345953,Bank Transfer
COL803838,2026-06-17 00:00:00,S503154,C2162,79642.96,UPI
COL803839,2026-06-28 00:00:00,S502472,C2040,390901.7,UPI
COL803840,2026-09-03 00:00:00,S503155,C2245,79239.65,Cheque
COL803841,2026-08-16 00:00:00,S503391,C2081,117797.96,UPI
COL803842,2026-04-29 00:00:00,S503277,C2419,20702.87,Card
COL803843,2026-01-24 00:00:00,S503918,C2169,518669.79,Bank Transfer
COL803844,2026-08-22 00:00:00,S504999,C2341,56627.6,Card
COL803845,2026-01-22 00:00:00,S502296,C2367,282767.49,Cash
COL803846,2026-07-21 00:00:00,S503690,C2240,189151.08,Cash
COL803847,2026-03-09 00:00:00,S505130,C2206,481038,UPI
COL803848,2026-05-16 00:00:00,S501827,C2182,124204.55,Bank Transfer
COL803849,2026-08-19 00:00:00,S500420,C2051,507878.52,Cheque
COL803850,2026-02-27 00:00:00,S501640,C2258,51952.48,Card
COL803851,2026-01-15 00:00:00,S504630,C2194,285782.9,Cheque
COL803852,2026-01-08 00:00:00,S502237,C2214,18085.72,Cheque
COL803853,2026-08-09 00:00:00,S504122,C2387,217598.09,Cheque
COL803854,2026-06-19 00:00:00,S500780,C2128,73772.08,Cheque
COL803855,2026-06-16 00:00:00,S502054,C2368,15653.29,Card
COL803856,2026-08-31 00:00:00,S503705,C2158,67343.23,Cash
COL803857,2026-02-04 00:00:00,S504127,C2213,227250.43,Card
COL803858,2026-06-18 00:00:00,S501268,C2282,133779.77,Cash
COL803859,2026-02-17 00:00:00,S502462,C2171,108173.83,Cash
COL803860,2026-07-25 00:00:00,S501423,C2109,48648.53,Card
COL803861,2026-04-06 00:00:00,S504003,C2413,70468.43,Card
COL803862,2026-03-12 00:00:00,S501239,C2231,106252.71,Card
COL803863,2026-02-13 00:00:00,S500017,C2229,85866.24,Cash
COL803864,2026-04-07 00:00:00,S504009,C2142,29629.99,Card
COL803865,2026-08-28 00:00:00,S502898,C2056,190261.56,Bank Transfer
COL803866,2026-02-04 00:00:00,S500284,C2272,26938.03,UPI
COL803867,2026-01-27 00:00:00,S503881,C2341,73884.54,UPI
COL803868,2026-07-12 00:00:00,S504943,C2265,209198.97,Bank Transfer
COL803869,2026-03-11 00:00:00,S504033,C2346,300869.97,UPI
COL803870,2026-03-07 00:00:00,S504109,C2282,181021.39,Cash
COL803871,2026-03-12 00:00:00,S503414,C2363,22671.93,Card
COL803872,2026-07-19 00:00:00,S500583,C2062,115542.86,Card
COL803873,2026-07-10 00:00:00,S503301,C2345,59250.33,Card
COL803874,2026-08-25 00:00:00,S502951,C2417,253033.68,Bank Transfer
COL803875,2026-08-09 00:00:00,S501982,C2294,33724.16,Bank Transfer
COL803876,2026-03-21 00:00:00,S502255,C2036,55385.67,Cash
COL803877,2026-01-29 00:00:00,S501629,C2411,60306.54,Bank Transfer
COL803878,2026-01-31 00:00:00,S501638,C2108,36005.29,Card
COL803879,2026-07-11 00:00:00,S503698,C2417,104361.85,Cash
COL803880,2026-08-02 00:00:00,S500915,C2227,246928.09,Cash
COL803881,2026-06-30 00:00:00,S503979,C2262,154424.6,Card
COL803882,2026-07-21 00:00:00,S502079,C2152,296877.62,Cheque
COL803883,2026-03-09 00:00:00,S501361,C2201,12536.26,Card
COL803884,2026-01-25 00:00:00,S501995,C2008,705465.39,Cash
COL803885,2026-09-05 00:00:00,S501343,C2343,267644.26,Cheque
COL803886,2026-04-27 00:00:00,S500731,C2105,20792.49,Card
COL803887,2026-05-21 00:00:00,S503811,C2072,139806.37,Card
COL803888,2026-03-22 00:00:00,S500238,C2094,114746.33,Cheque
COL803889,2026-06-17 00:00:00,S503801,C2297,25990.53,Cheque
COL803890,2026-07-19 00:00:00,S502331,C2078,328960.93,UPI
COL803891,2026-03-28 00:00:00,S504464,C2239,21991.37,Cheque
COL803892,2026-05-15 00:00:00,S503220,C2395,232532.6,Bank Transfer
COL803893,2026-06-09 00:00:00,S500982,C2334,42392.57,Cheque
COL803894,2026-01-24 00:00:00,S501607,C2298,23308.42,Cash
COL803895,2026-01-01 00:00:00,S502078,C2341,166241.87,Cheque
COL803896,2026-04-21 00:00:00,S504900,C2288,310799.19,Card
COL803897,2026-02-16 00:00:00,S501783,C2176,102546.42,Bank Transfer
COL803898,2026-06-28 00:00:00,S501665,C2308,8987.82,Cheque
COL803899,2026-02-05 00:00:00,S502441,C2385,88007.81,Bank Transfer
COL803900,2026-06-04 00:00:00,S502437,C2193,268166.71,UPI
COL803901,2026-07-17 00:00:00,S502284,C2338,6849.76,Bank Transfer
COL803902,2026-02-11 00:00:00,S502921,C2106,44958.83,Card
COL803903,2026-08-11 00:00:00,S501480,C2410,148671.72,UPI
COL803904,2026-03-17 00:00:00,S501027,C2270,77607.96,Cheque
COL803905,2026-03-31 00:00:00,S501476,C2199,106574.79,Bank Transfer
COL803906,2026-03-30 00:00:00,S501601,C2120,66652.52,UPI
COL803907,2026-03-09 00:00:00,S500083,C2274,12578.31,Cheque
COL803908,2026-03-11 00:00:00,S503412,C2295,360588.09,Cheque
COL803909,2026-04-20 00:00:00,S501551,C2165,223725.69,Bank Transfer
COL803910,2026-05-06 00:00:00,S501400,C2256,57623.03,Bank Transfer
COL803911,2026-05-21 00:00:00,S502673,C2411,349678.14,UPI
COL803912,2026-06-02 00:00:00,S503365,C2191,33623.71,Bank Transfer
COL803913,2026-04-05 00:00:00,S501332,C2173,104462.32,Cheque
COL803914,2026-01-22 00:00:00,S504348,C2239,89971.99,Card
COL803915,2026-09-02 00:00:00,S502769,C2257,170056.35,UPI
COL803916,2026-08-15 00:00:00,S501644,C2167,181438.56,Card
COL803917,2026-01-21 00:00:00,S502389,C2164,36651.76,Card
COL803918,2026-05-23 00:00:00,S500207,C2243,143259.12,Cheque
COL803919,2026-07-14 00:00:00,S504116,C2196,45377.25,Card
COL803920,2026-06-14 00:00:00,S504811,C2199,260879.92,Cash
COL803921,2026-02-14 00:00:00,S502797,C2313,181574.14,UPI
COL803922,2026-06-03 00:00:00,S500758,C2259,51476.08,Cheque
COL803923,2026-04-21 00:00:00,S501819,C2428,40652.78,Bank Transfer
COL803924,2026-07-28 00:00:00,S504240,C2390,93804.33,Cheque
COL803925,2026-08-18 00:00:00,S504976,C2186,80154.1,Bank Transfer
COL803926,2026-07-02 00:00:00,S504641,C2096,19508.06,Cheque
COL803927,2026-06-27 00:00:00,S502448,C2150,21111.3,Cash
COL803928,2026-06-12 00:00:00,S502125,C2254,12347.33,UPI
COL803929,2026-06-18 00:00:00,S504150,C2244,27272.69,Card
COL803930,2026-03-13 00:00:00,S503141,C2075,39633.47,Cheque
COL803931,2026-04-26 00:00:00,S502627,C2414,107924.75,UPI
COL803932,2026-01-11 00:00:00,S503762,C2309,4790.39,UPI
COL803933,2026-03-29 00:00:00,S504282,C2028,238780.57,UPI
COL803934,2026-08-23 00:00:00,S500135,C2357,17934.52,UPI
COL803935,2026-05-16 00:00:00,S505026,C2236,178549.99,UPI
COL803936,2026-02-23 00:00:00,S504872,C2031,93662.82,Card
COL803937,2026-08-10 00:00:00,S502364,C2204,199105.05,Card
COL803938,2026-05-09 00:00:00,S500242,C2336,91434.97,Cheque
COL803939,2026-08-14 00:00:00,S501015,C2054,388299.87,Bank Transfer
COL803940,2026-01-20 00:00:00,S500139,C2372,11403.48,Cheque
COL803941,2026-04-10 00:00:00,S500596,C2419,294751.74,UPI
COL803942,2026-02-03 00:00:00,S504290,C2078,253299.76,Bank Transfer
COL803943,2026-02-26 00:00:00,S504534,C2019,181894.81,Cheque
COL803944,2026-08-14 00:00:00,S500688,C2401,23137.57,Bank Transfer
COL803945,2026-05-21 00:00:00,S501349,C2068,158909.36,Card
COL803946,2026-05-05 00:00:00,S505133,C2006,89105.51,UPI
COL803947,2026-07-01 00:00:00,S501535,C2053,14301.63,Bank Transfer
COL803948,2026-02-22 00:00:00,S501523,C2081,185727.08,Cash
COL803949,2026-02-21 00:00:00,S500521,C2347,62602.65,UPI
COL803950,2026-05-14 00:00:00,S501968,C2101,233231.51,Card
COL803951,2026-02-05 00:00:00,S500198,C2190,70182.52,Card
COL803952,2026-06-02 00:00:00,S504311,C2197,374950.09,Cheque
COL803953,2026-04-01 00:00:00,S502004,C2322,53802.18,Cash
COL803954,2026-07-05 00:00:00,S502598,C2295,17763.84,Bank Transfer
COL803955,2026-08-27 00:00:00,S501487,C2237,181106.3,Cheque
COL803956,2026-07-02 00:00:00,S504768,C2158,182724.06,Card
COL803957,2026-04-05 00:00:00,S502712,C2088,159948.35,Bank Transfer
COL803958,2026-01-03 00:00:00,S504276,C2037,83316.01,Card
COL803959,2026-01-28 00:00:00,S501919,C2056,19123.14,Card
COL803960,2026-05-02 00:00:00,S504146,C2316,264933.99,Cash
COL803961,2026-07-15 00:00:00,S504336,C2278,107513.64,UPI
COL803962,2026-07-28 00:00:00,S501710,C2217,172841.44,Bank Transfer
COL803963,2026-06-15 00:00:00,S504804,C2188,42427.2,Cash
COL803964,2026-02-03 00:00:00,S500491,C2231,146510.56,Card
COL803965,2026-03-25 00:00:00,S501734,C2028,59512.85,Card
COL803966,2026-05-21 00:00:00,S503619,C2283,30572.71,Cash
COL803967,2026-04-21 00:00:00,S500210,C2415,257631.03,Bank Transfer
COL803968,2026-01-05 00:00:00,S503016,C2077,33864.05,Card
COL803969,2026-05-08 00:00:00,S501467,C2057,38505.43,Bank Transfer
COL803970,2026-07-07 00:00:00,S500901,C2091,486683.8,Cash
COL803971,2026-03-29 00:00:00,S500539,C2344,67422.24,Card
COL803972,2026-04-25 00:00:00,S502477,C2262,185541.19,Cheque
COL803973,2026-04-12 00:00:00,S500784,C2143,115028.96,Cheque
COL803974,2026-01-17 00:00:00,S504461,C2281,173574.03,Card
COL803975,2026-07-04 00:00:00,S502749,C2320,334049.9,UPI
COL803976,2026-01-31 00:00:00,S503045,C2252,13780.23,Card
COL803977,2026-04-02 00:00:00,S503607,C2123,158702.37,Card
COL803978,2026-07-12 00:00:00,S503805,C2320,14341.86,Card
COL803979,2026-07-13 00:00:00,S500978,C2339,110128.58,Cash
COL803980,2026-06-10 00:00:00,S501988,C2180,525246.67,Card
COL803981,2026-04-14 00:00:00,S505049,C2352,189061.72,Card
COL803982,2026-04-03 00:00:00,S502524,C2062,118299.07,Cash
COL803983,2026-05-12 00:00:00,S503352,C2371,13117.63,Card
COL803984,2026-03-23 00:00:00,S500251,C2398,5008.03,Cheque
COL803985,2026-02-24 00:00:00,S504358,C2234,126151,Cheque
COL803986,2026-06-01 00:00:00,S501250,C2076,281258.84,Card
COL803987,2026-06-09 00:00:00,S503239,C2400,14240.67,Cash
COL803988,2026-03-14 00:00:00,S504627,C2336,356866.59,Card
COL803989,2026-02-16 00:00:00,S500671,C2149,307752.57,Card
COL803990,2026-05-24 00:00:00,S502286,C2378,15451.9,Bank Transfer
COL803991,2026-05-29 00:00:00,S503752,C2363,215098.69,UPI
COL803992,2026-04-04 00:00:00,S500200,C2342,1997.33,Cash
COL803993,2026-03-08 00:00:00,S501404,C2435,32732.52,UPI
COL803994,2026-04-07 00:00:00,S504103,C2440,273970.11,Bank Transfer
COL803995,2026-06-08 00:00:00,S504991,C2151,75529.84,UPI
COL803996,2026-04-30 00:00:00,S500214,C2170,395306.81,Card
COL803997,2026-08-25 00:00:00,S502408,C2146,596385.66,Cheque
COL803998,2026-05-22 00:00:00,S500930,C2225,99057.87,Cash
COL803999,2026-05-14 00:00:00,S503686,C2234,159632.29,Cash
COL804000,2026-07-16 00:00:00,S505004,C2079,166791.12,Card
COL804001,2026-06-06 00:00:00,S502528,C2121,60792.7,UPI
COL804002,2026-07-02 00:00:00,S502025,C2128,321423.55,Cash
COL804003,2026-02-06 00:00:00,S503467,C2432,21994.47,Bank Transfer
COL804004,2026-07-06 00:00:00,S504587,C2174,85643.52,Bank Transfer
COL804005,2026-06-13 00:00:00,S504903,C2166,44980.21,UPI
COL804006,2026-08-01 00:00:00,S500666,C2388,222158.31,Bank Transfer
COL804007,2026-07-23 00:00:00,S501648,C2166,98822,Cheque
COL804008,2026-04-20 00:00:00,S502131,C2248,397914.2,Card
COL804009,2026-07-06 00:00:00,S504254,C2382,236574.16,Cash
COL804010,2026-08-03 00:00:00,S503100,C2284,286099.04,Card
COL804011,2026-03-19 00:00:00,S503873,C2214,16469.9,UPI
COL804012,2026-07-11 00:00:00,S500285,C2171,10504.58,Card
COL804013,2026-06-20 00:00:00,S504360,C2026,33073.34,Cash
COL804014,2026-04-28 00:00:00,S503803,C2057,470092.39,Cash
COL804015,2026-02-11 00:00:00,S500858,C2087,32927.14,UPI
COL804016,2026-03-15 00:00:00,S504319,C2155,53178.39,Cash
COL804017,2026-05-05 00:00:00,S501739,C2003,47745.39,Bank Transfer
COL804018,2026-03-01 00:00:00,S501713,C2293,8762.48,Card
COL804019,2026-07-09 00:00:00,S502369,C2313,279290.97,Cheque
COL804020,2026-03-05 00:00:00,S504258,C2032,82311.99,Cheque
COL804021,2026-08-07 00:00:00,S501929,C2349,113719.72,Cheque
COL804022,2026-08-21 00:00:00,S504029,C2185,155752.14,UPI
COL804023,2026-02-27 00:00:00,S500898,C2214,459966.39,Cheque
COL804024,2026-01-02 00:00:00,S501190,C2328,229033.83,Card
COL804025,2026-03-19 00:00:00,S504563,C2287,239261.52,Cash
COL804026,2026-03-12 00:00:00,S500964,C2302,81957.59,Bank Transfer
COL804027,2026-07-28 00:00:00,S505182,C2065,160838.85,Cheque
COL804028,2026-04-30 00:00:00,S500928,C2287,119481.26,Cheque
COL804029,2026-07-31 00:00:00,S502687,C2128,397974.91,Cheque
COL804030,2026-01-08 00:00:00,S504041,C2147,162540.04,Bank Transfer
COL804031,2026-07-03 00:00:00,S500383,C2231,356597.95,Card
COL804032,2026-07-31 00:00:00,S501923,C2248,51485.3,Cheque
COL804033,2026-06-13 00:00:00,S500136,C2304,27664.09,Cash
COL804034,2026-07-16 00:00:00,S502624,C2130,295646.49,UPI
COL804035,2026-01-13 00:00:00,S505184,C2290,12179.3,Bank Transfer
COL804036,2026-02-08 00:00:00,S505060,C2034,202562.78,Card
COL804037,2026-04-12 00:00:00,S504140,C2021,67845.04,Cash
COL804038,2026-03-22 00:00:00,S500343,C2140,146129.09,Bank Transfer
COL804039,2026-01-06 00:00:00,S502510,C2167,197900.26,Bank Transfer
COL804040,2026-01-19 00:00:00,S500728,C2406,78269.04,UPI
COL804041,2026-06-02 00:00:00,S504285,C2320,69617.01,UPI
COL804042,2026-05-11 00:00:00,S502557,C2067,246784.25,Card
COL804043,2026-04-15 00:00:00,S501879,C2111,36315.02,Cheque
COL804044,2026-02-22 00:00:00,S502671,C2376,120578.6,UPI
COL804045,2026-01-28 00:00:00,S504105,C2236,591305.8,Card
COL804046,2026-06-03 00:00:00,S504477,C2290,116484.57,Bank Transfer
COL804047,2026-02-16 00:00:00,S502399,C2375,110767.51,Cheque
COL804048,2026-05-16 00:00:00,S504245,C2286,7386.19,Cash
COL804049,2026-02-26 00:00:00,S500101,C2180,366773.71,Bank Transfer
COL804050,2026-02-24 00:00:00,S504511,C2221,136137.22,Card
COL804051,2026-03-20 00:00:00,S501659,C2017,21039.22,Cash
COL804052,2026-01-01 00:00:00,S501544,C2108,21606.43,Bank Transfer
COL804053,2026-06-17 00:00:00,S504158,C2405,109875.15,UPI
COL804054,2026-01-23 00:00:00,S503914,C2086,101205.01,Card
COL804055,2026-08-16 00:00:00,S500618,C2235,85845.36,Cash
COL804056,2026-07-01 00:00:00,S500373,C2304,107440.38,UPI
COL804057,2026-02-11 00:00:00,S502662,C2307,38161.81,Cash
COL804058,2026-07-27 00:00:00,S504752,C2093,6345.4,Cheque
COL804059,2026-06-27 00:00:00,S502997,C2087,401065.81,Cheque
COL804060,2026-01-04 00:00:00,S504106,C2198,368695.81,Card
